"season","posteam","offense_rank","opponent","defense_rank","week","game_id","home","player_id","full_name","position","pass_attempt","rec_attempt","rush_attempt","pass_completions","receptions","pass_yards_gained","rec_yards_gained","rush_yards_gained","pass_touchdown","rec_touchdown","rush_touchdown","pass_two_point_conv","rec_two_point_conv","rush_two_point_conv","pass_interception","rec_fumble_lost","total_fantasy_points","total_fantasy_points_exp","seasonavg_pass_attempt","seasonavg_rec_attempt","seasonavg_rush_attempt","seasonavg_pass_completions","seasonavg_receptions","seasonavg_pass_yards_gained","seasonavg_rec_yards_gained","seasonavg_rush_yards_gained","seasonavg_pass_touchdown","seasonavg_rec_touchdown","seasonavg_rush_touchdown","seasonavg_pass_two_point_conv","seasonavg_rec_two_point_conv","seasonavg_rush_two_point_conv","seasonavg_pass_interception","seasonavg_rec_fumble_lost","seasonavg_total_fantasy_points","last4avg_pass_attempt","last4avg_rec_attempt","last4avg_rush_attempt","last4avg_pass_completions","last4avg_receptions","last4avg_pass_yards_gained","last4avg_rec_yards_gained","last4avg_rush_yards_gained","last4avg_pass_touchdown","last4avg_rec_touchdown","last4avg_rush_touchdown","last4avg_pass_two_point_conv","last4avg_rec_two_point_conv","last4avg_rush_two_point_conv","last4avg_pass_interception","last4avg_rec_fumble_lost","last4avg_total_fantasy_points","lastweek_pass_attempt","lastweek_rec_attempt","lastweek_rush_attempt","lastweek_pass_completions","lastweek_receptions","lastweek_pass_yards_gained","lastweek_rec_yards_gained","lastweek_rush_yards_gained","lastweek_pass_touchdown","lastweek_rec_touchdown","lastweek_rush_touchdown","lastweek_pass_two_point_conv","lastweek_rec_two_point_conv","lastweek_rush_two_point_conv","lastweek_pass_interception","lastweek_rec_fumble_lost","lastweek_total_fantasy_points","depth_position"
"2023","NO",24,"HOU",16,6,"2023_06_NO_HOU",0,"00-0037545","Rashid Shaheed","WR",0,6,2,0,2,0,85,18,0,1,0,0,0,0,0,0,18.3,13.17,0,4.2,0.6,0,2.8,0,42.6,2.2,0,0.2,0,0,0,0,0,0,8.48,0,3.75,0.25,0,2.25,0,31,0,0,0,0,0,0,0,0,0,5.35,0,2,0,0,2,0,28,0,0,0,0,0,0,0,0,0,4.8,"KR"
"2023","HOU",10,"NO",28,6,"2023_06_NO_HOU",1,"00-0036556","Brevin Jordan","TE",0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,1.41,0,2,0,0,2,0,20,0,0,0.5,0,0,0,0,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,13,0,0,1,0,0,0,0,0,0,9.3,"TE"
"2023","HOU",10,"NO",28,6,"2023_06_NO_HOU",1,"00-0030431","Robert Woods","WR",0,3,0,0,1,0,6,0,0,1,0,0,0,0,0,0,7.6,7.23,0,8,0,0,4.2,0,44.2,0,0,0,0,0,0,0,0,0,8.62,0,7.5,0,0,3.75,0,41,0,0,0,0,0,0,0,0,0,7.85,0,9,0,0,3,0,30,0,0,0,0,0,0,0,0,0,6,"WR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0034857","Josh Allen","QB",30,0,2,19,0,169,0,11,2,0,0,0,0,0,1,0,13.86,14.11,35,0,4,25.6,0,281.4,0,24,2.2,0,0.6,0,0,0,1,0,23.656,33.5,0,3.5,24.75,0,292.75,0,21,2.5,0,0.75,0,0,0,0.5,0,27.31,40,0,4,27,0,359,0,14,2,0,1,0,0,0,1,0,27.76,"QB"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0031588","Stefon Diggs","WR",0,16,0,0,10,0,100,0,0,0,0,0,0,0,0,0,20,24.94,0,10,0,0,7.8,0,104,0,0,1,0,0,0,0,0,0.2,23.8,0,9.25,0,0,7.25,0,104.5,0,0,1,0,0,0,0,0,0.25,23.2,0,11,0,0,8,0,121,0,0,1,0,0,0,0,0,1,24.1,"WR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0036196","Gabe Davis","WR",0,4,0,0,3,0,21,0,0,0,0,0,0,0,0,1,3.1,5.71,0,5.2,0.2,0,3.6,0,64,-0.4,0,0.8,0,0,0,0,0,0,14.76,0,5.5,0.25,0,4,0,72,-0.5,0,1,0,0,0,0,0,0,17.15,0,8,0,0,6,0,100,0,0,1,0,0,0,0,0,0,22,"WR"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0028118","Tyrod Taylor","QB",36,0,5,24,0,200,0,24,0,0,0,0,0,0,0,0,10.4,15.7,5,0,1.33333333333333,3.66666666666667,0,30.6666666666667,0,5.33333333333333,0,0,0,0,0,0,0,0,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,0,3,9,0,86,0,14,0,0,0,0,0,0,0,0,4.84,"QB"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0035535","Darius Slayton","WR",0,6,0,0,4,0,69,0,0,0,0,0,0,0,0,0,10.9,8.32,0,4.8,0,0,2.6,0,33.4,0,0,0,0,0,0,0,0,0,5.94,0,4.75,0,0,2.5,0,38,0,0,0,0,0,0,0,0,0,6.3,0,4,0,0,2,0,35,0,0,0,0,0,0,0,0,0,5.5,"WR"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0035535","Darius Slayton","WR",0,6,0,0,4,0,69,0,0,0,0,0,0,0,0,0,10.9,8.32,0,4.8,0,0,2.6,0,33.4,0,0,0,0,0,0,0,0,0,5.94,0,4.75,0,0,2.5,0,38,0,0,0,0,0,0,0,0,0,6.3,0,4,0,0,2,0,35,0,0,0,0,0,0,0,0,0,5.5,"PR"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0038117","Wan'Dale Robinson","WR",0,8,0,0,8,0,62,0,0,0,0,0,0,0,0,0,14.2,10.99,0,5.66666666666667,0.666666666666667,0,4.66666666666667,0,26.3333333333333,2.66666666666667,0,0,0,0,0,0,0,0,7.56666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,1,0,5,0,18,1,0,0,0,0,0,0,0,0,6.9,"WR"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0034844","Saquon Barkley","RB",0,5,24,0,4,0,5,93,0,0,0,0,0,0,0,0,13.8,20.98,0,5.5,14.5,0,4.5,0,20.5,57,0,0.5,0.5,0,0,0,0,0,18.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,17,0,6,0,29,63,0,1,1,0,0,0,0,0,27.2,"RB"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0035689","Dawson Knox","TE",0,6,0,0,3,0,17,0,0,0,0,0,0,0,0,0,4.7,10.23,0,3.8,0,0,2.2,0,15,0,0,0.2,0,0,0,0,0,0,4.9,0,3.75,0,0,2,0,12.5,0,0,0.25,0,0,0,0,0,0,4.75,0,6,0,0,3,0,17,0,0,0,0,0,0,0,0,0,4.7,"TE"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0033308","Matt Breida","RB",0,1,4,0,0,0,0,13,0,0,0,0,0,0,0,0,1.3,3.02,0,2.5,7.25,0,2.5,0,12.25,19.25,0,0,0.25,0,0,0,0,0,7.15,0,2.5,7.25,0,2.5,0,12.25,19.25,0,0,0.25,0,0,0,0,0,7.15,0,1,9,0,1,0,3,21,0,0,0,0,0,0,0,0,3.4,"RB"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0031610","Darren Waller","TE",0,7,0,0,5,0,43,0,0,0,0,0,0,0,0,0,9.3,12.56,0,6.8,0,0,4.6,0,47.8,0,0,0,0,0,0,0,0,0,9.38,0,7.25,0,0,5,0,50.75,0,0,0,0,0,0,0,0,0,10.075,0,11,0,0,8,0,86,0,0,0,0,0,0,0,0,0,16.6,"TE"
"2023","NYG",29,"BUF",15,6,"2023_06_NYG_BUF",0,"00-0038938","Jalin Hyatt","WR",0,4,0,0,3,0,21,0,0,0,0,0,0,0,0,0,5.1,4.67,0,1.66666666666667,0,0,1.33333333333333,0,33,0,0,0,0,0,0,0,0,0,4.63333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,10,0,0,0,0,0,0,0,0,0,3,"WR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0037261","Khalil Shakir","WR",0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,2.3,1.29,0,1,0,0,0.75,0,6.75,0,0,0.25,0,0,0,0,0,0,2.925,0,1,0,0,0.75,0,6.75,0,0,0.25,0,0,0,0,0,0,2.925,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,"WR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0037261","Khalil Shakir","WR",0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,2.3,1.29,0,1,0,0,0.75,0,6.75,0,0,0.25,0,0,0,0,0,0,2.925,0,1,0,0,0.75,0,6.75,0,0,0.25,0,0,0,0,0,0,2.925,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,"PR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0037261","Khalil Shakir","WR",0,1,0,0,1,0,13,0,0,0,0,0,0,0,0,0,2.3,1.29,0,1,0,0,0.75,0,6.75,0,0,0.25,0,0,0,0,0,0,2.925,0,1,0,0,0.75,0,6.75,0,0,0.25,0,0,0,0,0,0,2.925,0,1,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,"KR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0035215","Deonte Harty","WR",0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,7.3,2.94,0,2.8,0.6,0,2.2,0,20,0.4,0,0,0,0,0,0,0,0,4.24,0,2.5,0.5,0,2,0,22.75,-0.5,0,0,0,0,0,0,0,0,4.225,0,2,0,0,2,0,62,0,0,0,0,0,0,0,0,0,8.2,"WR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0035215","Deonte Harty","WR",0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,7.3,2.94,0,2.8,0.6,0,2.2,0,20,0.4,0,0,0,0,0,0,0,0,4.24,0,2.5,0.5,0,2,0,22.75,-0.5,0,0,0,0,0,0,0,0,4.225,0,2,0,0,2,0,62,0,0,0,0,0,0,0,0,0,8.2,"PR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0035215","Deonte Harty","WR",0,1,0,0,1,0,3,0,0,1,0,0,0,0,0,0,7.3,2.94,0,2.8,0.6,0,2.2,0,20,0.4,0,0,0,0,0,0,0,0,4.24,0,2.5,0.5,0,2,0,22.75,-0.5,0,0,0,0,0,0,0,0,4.225,0,2,0,0,2,0,62,0,0,0,0,0,0,0,0,0,8.2,"KR"
"2023","BUF",5,"NYG",8,6,"2023_06_NYG_BUF",1,"00-0036590","Quintin Morris","TE",0,1,0,0,1,0,15,0,0,1,0,0,0,0,0,0,8.5,2.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TE"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0037013","Zach Wilson","QB",33,0,4,19,0,186,0,15,0,0,0,1,0,0,0,0,10.94,14.26,29.8,0,3,18.2,0,182.2,0,16.6,0.8,0,0,0,0,0.2,1,0,10.148,32,0,2.75,19.25,0,192.75,0,19.25,0.75,0,0,0,0,0.25,1,0,10.635,26,0,3,19,0,199,0,26,0,0,0,0,0,0,1,0,8.56,"QB"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0034521","Allen Lazard","WR",0,3,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1.8,4.28,0,4,0,0,2.6,0,40.4,0,0,0.2,0,0,0,0,0,0,7.84,0,4,0,0,2.75,0,39,0,0,0.25,0,0,0,0,0,0,8.15,0,4,0,0,3,0,33,0,0,0,0,0,0,0,0,0,6.3,"WR"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0037740","Garrett Wilson","WR",0,12,0,0,8,0,90,0,0,0,0,0,0,0,0,0,17,19.88,0,8.6,0,0,4.8,0,55.8,0,0,0.4,0,0,0,0,0,0,12.78,0,9.5,0,0,4.75,0,61.25,0,0,0.25,0,0,0,0,0,0,12.375,0,7,0,0,3,0,54,0,0,0,0,0,0,0,0,0,8.4,"WR"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0036389","Jalen Hurts","QB",45,0,8,28,0,280,0,47,1,0,1,0,0,0,3,0,19.9,24.37,33.6,0,11,22.6,0,252.4,0,41.2,1.2,0,0.8,0,0,0,0.8,0,21.816,33.75,0,11.5,22.75,0,273,0,42.25,1.25,0,1,0,0,0,1,0,24.145,38,0,15,25,0,303,0,72,1,0,1,0,0,0,1,0,27.32,"QB"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0036275","D'Andre Swift","RB",0,10,10,0,8,0,40,18,0,1,0,0,0,0,0,1,17.8,21.26,0,3.4,15.2,0,3,0,15,86.8,0,0,0.4,0,0,0,0,0,15.58,0,3.75,18.75,0,3.5,0,18.75,107.75,0,0,0.5,0,0,0,0,0,19.15,0,6,17,0,6,0,38,70,0,0,0,0,0,0,0,0,16.8,"
    "
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0035676","A.J. Brown","WR",0,9,0,0,7,0,131,0,0,0,0,0,0,0,0,0,20.1,14.37,0,10.2,0,0,7,0,108.2,0,0,0.4,0,0,0,0,0,0,20.22,0,10.25,0,0,7,0,115.5,0,0,0.5,0,0,0,0,0,0,21.55,0,8,0,0,6,0,127,0,0,0,0,0,0,0,0,0,18.7,"WR"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0036912","DeVonta Smith","WR",0,11,0,0,5,0,44,0,0,0,0,0,0,0,0,0,9.4,17.66,0,6.8,0,0,4.6,0,58,0,0,0.4,0,0,0,0,0,0,12.8,0,6,0,0,4,0,60.75,0,0,0.25,0,0,0,0,0,0,11.575,0,5,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,"WR"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0034414","Boston Scott","RB",0,1,2,0,1,0,14,2,0,0,0,0,0,0,0,0,2.6,4.52,0,1,1,0,1,0,7,3,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,7,3,0,0,0,0,0,0,0,0,2,"PR"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0034414","Boston Scott","RB",0,1,2,0,1,0,14,2,0,0,0,0,0,0,0,0,2.6,4.52,0,1,1,0,1,0,7,3,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,1,0,7,3,0,0,0,0,0,0,0,0,2,"RB"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0034351","Dallas Goedert","TE",0,8,0,0,5,0,42,0,0,0,0,0,0,0,0,0,9.2,11.98,0,5.6,0,0,4.2,0,41,0,0,0.2,0,0,0,0,0,0,9.5,0,6.75,0,0,5.25,0,51.25,0,0,0.25,0,0,0,0,0,0,11.875,0,9,0,0,8,0,117,0,0,1,0,0,0,0,0,0,25.7,"TE"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0035208","Olamide Zaccheaus","WR",0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1.5,4.36,0,2.5,0,0,1.5,0,34.5,0,0,0.5,0,0,0,0,0,0,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,"KR"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0035208","Olamide Zaccheaus","WR",0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1.5,4.36,0,2.5,0,0,1.5,0,34.5,0,0,0.5,0,0,0,0,0,0,7.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,11,0,0,0,0,0,0,0,0,0,2.1,"WR"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0038120","Breece Hall","RB",0,5,12,0,5,0,54,39,0,0,1,0,0,0,0,0,20.3,13.1,0,2.6,10.8,0,1.6,0,11.8,77.4,0,0,0.2,0,0,0,0,0,11.72,0,2.75,11,0,1.75,0,9.75,65,0,0,0.25,0,0,0,0,0,10.725,0,3,22,0,3,0,17,177,0,0,1,0,0,0,0,0,28.4,"RB"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0033893","Dalvin Cook","RB",0,1,3,0,1,0,2,12,0,0,0,0,0,0,0,0,2.4,2.7,0,2,7.5,0,2,0,11,18.5,0,0,0,0,0,0,0,0,4.45,0,2,7.5,0,2,0,11,18.5,0,0,0,0,0,0,0,0,4.45,0,1,5,0,1,0,2,16,0,0,0,0,0,0,0,0,2.8,"RB"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0034270","Tyler Conklin","TE",0,4,0,0,3,0,24,0,0,0,0,0,0,0,0,0,5.4,5.86,0,4.6,0,0,3.4,0,40.6,0,0,0,0,0,0,0,0,0,7.46,0,5.5,0,0,4,0,50.25,0,0,0,0,0,0,0,0,0,9.025,0,5,0,0,4,0,67,0,0,0,0,0,0,0,0,0,10.7,"TE"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0035140","Mecole Hardman","WR",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,"WR"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0035140","Mecole Hardman","WR",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,"PR"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0035140","Mecole Hardman","WR",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,6,0,0,0,0,0,0,0,0,0,1.6,"KR"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0032134","C.J. Uzomah","TE",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.38,0,1.33333333333333,0,0,1.33333333333333,0,7.33333333333333,0,0,0.333333333333333,0,0,0,0,0,0,4.06666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,12,0,0,0,0,0,0,0,0,0,3.2,"TE"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0028002","Randall Cobb","WR",0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4.83,0,1.8,0,0,0.6,0,4,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.75,0,5,0,0,0,0,0,0,0,0,0,1.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"WR"
"2023","PHI",2,"NYJ",11,6,"2023_06_PHI_NYJ",0,"00-0036919","Kenneth Gainwell","RB",0,2,2,0,1,0,4,13,0,0,0,0,0,0,0,0,2.7,3.76,0,2.5,9.75,0,2,0,9.75,32,0,0,0,0,0,0.25,0,0,6.675,0,2.5,9.75,0,2,0,9.75,32,0,0,0,0,0,0.25,0,0,6.675,0,2,7,0,1,0,7,17,0,0,0,0,0,0,0,0,3.4,"RB"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0036924","Michael Carter","RB",0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0.5,2.41,0,2.2,1,0,1.8,0,8.8,6.2,0,0,0,0,0,0,0,0,3.3,0,2.25,1,0,1.75,0,8,6.25,0,0,0,0,0,0,0,0,3.175,0,3,1,0,3,0,14,8,0,0,0,0,0,0,0,0,5.2,"RB"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0037805","Jeremy Ruckert","TE",0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1.8,1.33,0,1.5,0,0,1.5,0,14,0,0,0,0,0,0,0,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.2,"TE"
"2023","NYJ",26,"PHI",21,6,"2023_06_PHI_NYJ",1,"00-0037805","Jeremy Ruckert","TE",0,1,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1.8,1.33,0,1.5,0,0,1.5,0,14,0,0,0,0,0,0,0,0,0,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1.2,"TE"
"2023","SEA",21,"CIN",10,6,"2023_06_SEA_CIN",0,"00-0030565","Geno Smith","QB",41,0,4,27,0,326,0,20,0,0,0,0,0,0,2,0,11.04,19.64,30.75,0.25,2,21,0.25,211.5,-0.5,5.5,1.25,0,0,0.25,0,0,0.25,0,14.21,30.75,0.25,2,21,0.25,211.5,-0.5,5.5,1.25,0,0,0.25,0,0,0.25,0,14.21,20,1,0,13,1,110,-2,0,1,0,0,0,0,0,0,0,9.2,"QB"
"2023","SEA",21,"CIN",10,6,"2023_06_SEA_CIN",0,"00-0032211","Tyler Lockett","WR",0,8,0,0,6,0,94,0,0,0,0,0,0,0,0,0,15.4,13.35,0,6.75,0,0,4.25,0,39.25,0,0,0.5,0,0,0.25,0,0,0,11.675,0,6.75,0,0,4.25,0,39.25,0,0,0.5,0,0,0.25,0,0,0,11.675,0,6,0,0,4,0,54,0,0,0,0,0,0,0,0,0,9.4,"WR"
"2023","SEA",21,"CIN",10,6,"2023_06_SEA_CIN",0,"00-0038134","Kenneth Walker","RB",0,3,19,0,3,0,27,62,0,0,1,0,0,0,0,0,17.9,20.16,0,3.33333333333333,15.6666666666667,0,2.66666666666667,0,24.3333333333333,68,0,0,1.33333333333333,0,0,0,0,0,19.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,18,0,3,0,59,97,0,0,2,0,0,0,0,0,30.6,"RB"
"2023","SEA",21,"CIN",10,6,"2023_06_SEA_CIN",0,"00-0035644","Noah Fant","TE",0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,0,1.9,1.49,0,3.66666666666667,0,0,3.33333333333333,0,53.3333333333333,0,0,0,0,0,0,0,0,0,8.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,2,0,63,0,0,0,0,0,0,0,0,0,8.3,"TE"
"2023","SEA",21,"CIN",10,6,"2023_06_SEA_CIN",0,"00-0038543","Jaxon Smith-Njigba","WR",0,5,0,0,4,0,48,0,0,0,0,0,0,0,0,0,8.8,8.11,0,5,0,0,3,0,15.5,0,0,0,0,0,0,0,0,0,4.55,0,5,0,0,3,0,15.5,0,0,0,0,0,0,0,0,0,4.55,0,6,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3.5,"WR"
"2023","SEA",21,"CIN",10,6,"2023_06_SEA_CIN",0,"00-0038543","Jaxon Smith-Njigba","WR",0,5,0,0,4,0,48,0,0,0,0,0,0,0,0,0,8.8,8.11,0,5,0,0,3,0,15.5,0,0,0,0,0,0,0,0,0,4.55,0,5,0,0,3,0,15.5,0,0,0,0,0,0,0,0,0,4.55,0,6,0,0,3,0,5,0,0,0,0,0,0,0,0,0,3.5,"PR"
"2023","CIN",30,"SEA",6,6,"2023_06_SEA_CIN",1,"00-0036442","Joe Burrow","QB",35,0,2,24,0,185,0,4,2,0,0,0,0,0,1,0,13.8,13.45,39.4,0,2.4,24.6,0,209,0,2,1,0,0,0,0,0,0.6,0,11.36,41.5,0,2.75,27.25,0,240.75,0,2.75,1.25,0,0,0,0,0,0.75,0,13.405,46,0,4,36,0,317,0,7,3,0,0,0,0,0,1,0,23.38,"QB"
"2023","CIN",30,"SEA",6,6,"2023_06_SEA_CIN",1,"00-0036900","Ja'Marr Chase","WR",0,13,0,0,6,0,80,0,0,0,0,0,0,0,0,0,14,21.15,0,12,0.2,0,8.8,0,95.2,0.4,0,0.6,0,0,0,0,0,0,21.96,0,12.75,0,0,9.75,0,109.25,0,0,0.75,0,0,0,0,0,0,25.175,0,19,0,0,15,0,192,0,0,3,0,0,0,0,0,0,52.2,"WR"
"2023","CIN",30,"SEA",6,6,"2023_06_SEA_CIN",1,"00-0033897","Joe Mixon","RB",0,4,12,0,3,0,24,38,0,0,0,0,0,0,0,0,9.2,11.68,0,3.4,16.8,0,2.6,0,16,65.6,0,0,0.2,0,0,0,0,0,11.96,0,3,17.75,0,2.5,0,15.75,68,0,0,0.25,0,0,0,0,0,12.375,0,4,25,0,4,0,13,81,0,0,0,0,0,0,0,0,13.4,"HB"
"2023","CIN",30,"SEA",6,6,"2023_06_SEA_CIN",1,"00-0034970","Irv Smith","TE",0,2,0,0,1,0,5,0,0,0,0,0,0,0,0,0,1.5,2.92,0,4.5,0,0,2.5,0,13.5,0,0,0,0,0,0,0,0,0,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,0,0,2,0,10,0,0,0,0,0,0,0,0,0,3,"TE"
"2023","CIN",30,"SEA",6,6,"2023_06_SEA_CIN",1,"00-0033009","Tyler Boyd","WR",0,7,0,0,7,0,38,0,0,1,0,0,0,0,0,0,16.8,10.38,0,6.8,0,0,4.6,0,33.2,0,0,0,0,0,0,0,0,0,7.92,0,7.75,0,0,5.25,0,39,0,0,0,0,0,0,0,0,0,9.15,0,7,0,0,6,0,39,0,0,0,0,0,0,0,0,0,9.9,"WR"
"2023","CIN",30,"SEA",6,6,"2023_06_SEA_CIN",1,"00-0033009","Tyler Boyd","WR",0,7,0,0,7,0,38,0,0,1,0,0,0,0,0,0,16.8,10.38,0,6.8,0,0,4.6,0,33.2,0,0,0,0,0,0,0,0,0,7.92,0,7.75,0,0,5.25,0,39,0,0,0,0,0,0,0,0,0,9.15,0,7,0,0,6,0,39,0,0,0,0,0,0,0,0,0,9.9,"PR"
